environment,severity_weight,public_exposure,privilege_level,encryption_disabled,port_risk,history_incidents,mitre_tactic_score
staging,0.20443468896307643,0,3,1,0.21154149043576875,6,0.5
prod,0.49886990610878723,0,3,0,0.5197988243573505,6,0.9
dev,0.9568483008645182,1,3,0,0.9107492346116233,2,0.5
staging,0.9117576997602065,0,2,1,0.39123986364312147,0,0.5
prod,0.5008464328367251,0,2,1,0.845244636387804,1,0.5
prod,0.6708718545324439,0,1,1,0.09768389068559524,4,0.5
prod,0.5400189794996192,1,2,0,0.6633688107195267,7,0.5
dev,0.9940809819615687,1,3,1,0.6576093798471216,2,0.9
staging,0.29207862220329606,1,2,1,0.8309665585979877,5,0.5
prod,0.8832519887561816,1,3,0,0.2425772750955113,6,0.5
prod,0.9625893530525311,0,2,1,0.948770218948595,5,0.5
prod,0.639998630368264,0,2,0,0.511293596922725,2,0.5
dev,0.8593712556228632,0,2,0,0.3959053547313379,7,0.5
dev,0.49253394970066744,1,2,0,0.5478502532987953,9,0.5
prod,0.32781980394626714,0,2,0,0.14821656115972714,5,0.5
staging,0.8186516368648141,0,1,0,0.7360303338367385,7,0.5
staging,0.7867228024198161,1,1,1,0.6344901731325172,4,0.9
dev,0.9715846528090535,1,1,0,0.0308651216792164,9,0.5
dev,0.6643192114693762,0,2,0,0.5637668001420056,9,0.5
staging,0.9056067576918447,1,2,0,0.07866799190659202,4,0.5
staging,0.6937610470452702,1,3,1,0.9407849559759146,7,0.9
dev,0.8372998646490781,1,1,0,0.5333729040250457,7,0.5
staging,0.2577514283912429,0,2,0,0.8762610786213536,2,0.5
prod,0.48188856317626894,1,2,0,0.2238189973150383,4,0.5
staging,0.7023420059935142,1,3,0,0.013190231006639297,9,0.9
prod,0.10769422578825234,0,2,1,0.371482674506841,2,0.5
prod,0.8631112954202497,1,2,0,0.7386302378128585,5,0.5
staging,0.28822675738471865,0,3,0,0.857129213281543,9,0.5
dev,0.5350718259740862,0,3,1,0.4953221344302866,1,0.5
staging,0.7576092894854172,1,1,1,0.4912284607851719,6,0.5
prod,0.6834040514101284,0,3,1,0.09711870596027672,5,0.9
staging,0.7263507544330179,0,3,1,0.4568264364187983,8,0.5
staging,0.18651811025950676,1,3,0,0.24643955846797894,9,0.5
staging,0.9458713012488261,0,2,1,0.11234099350021975,6,0.9
prod,0.2342617161992327,1,2,1,0.1999510086796834,8,0.9
prod,0.4925476839038556,1,1,0,0.21309149882041778,0,0.5
dev,0.20871318880576578,1,3,0,0.5361968386137734,2,0.5
dev,0.32550342498351126,1,1,0,0.42657029294029036,2,0.5
staging,0.7219434557610567,1,2,0,0.23369896568701365,5,0.5
dev,0.6835829117518315,0,1,0,0.2887467477231854,5,0.5
staging,0.9091298667384259,0,3,1,0.29720590437457606,1,0.9
dev,0.3645728516376979,1,3,0,0.6242028125636492,9,0.5
prod,0.6318546502351126,0,3,1,0.24051676451186788,9,0.9
prod,0.47171431112768125,1,2,1,0.293001965926702,1,0.5
staging,0.5140714959081258,1,1,0,0.7723967881808088,5,0.5
prod,0.7427245250813294,1,3,1,0.47140103658023624,9,0.5
dev,0.33927139235071513,1,2,0,0.19109908103230833,7,0.5
prod,0.6687733814314099,1,3,0,0.006321287385607222,0,0.5
staging,0.11810104705794752,1,3,1,0.9339583005564839,0,0.5
prod,0.3611554932764207,1,1,0,0.9931700491894112,4,0.5
staging,0.9979060616874682,1,2,1,0.11273855415217482,2,0.5
staging,0.5092614643589082,0,3,1,0.18894185384572715,5,0.5
prod,0.3770016578002924,0,2,1,0.9814007654563689,4,0.5
staging,0.2095463995830159,0,3,0,0.6675059387047184,5,0.5
staging,0.7993716521608695,0,3,0,0.15647633214469991,5,0.5
prod,0.9356376326456026,0,2,0,0.7196783309960574,1,0.5
prod,0.7824762912320514,1,3,0,0.05462673873835844,7,0.5
staging,0.5538987939633143,0,2,0,0.23523597711045885,3,0.9
prod,0.17458029579355763,1,2,1,0.11785988390799063,3,0.5
dev,0.4793457539939263,0,1,1,0.27019246505162753,2,0.5
staging,0.1914257707847144,0,3,1,0.11389568877921818,6,0.5
dev,0.7046710480293698,1,2,0,0.3857398338414675,7,0.5
staging,0.5955357951578847,1,3,1,0.8311244544466263,0,0.5
prod,0.4026606579502976,0,2,0,0.19751021033198846,7,0.5
staging,0.8473148323625649,1,2,1,0.4637976888354649,6,0.5
dev,0.952374787290606,1,1,0,0.7431333291625122,3,0.5
staging,0.8732199240957259,1,1,0,0.97407160996987,4,0.5
staging,0.24943860942390164,0,3,0,0.9772025672233744,9,0.5
dev,0.785635760781943,0,2,1,0.9105790852679827,8,0.5
dev,0.890796058988237,0,3,1,0.765763784145821,6,0.5
dev,0.8054479900509077,0,1,1,0.7710947492391155,6,0.5
dev,0.26068769044136775,1,2,1,0.27576829622667753,9,0.9
dev,0.592904994967628,1,2,0,0.43372302240419647,5,0.5
dev,0.5166310571158181,1,3,0,0.608997801317396,8,0.5
prod,0.7098396929417412,0,2,0,0.016951738279539996,4,0.5
dev,0.7580930002677893,0,2,1,0.558042786332446,1,0.5
staging,0.47178177323301507,0,1,0,0.94405698969321,9,0.5
prod,0.7749344364045655,0,2,1,0.2233238490668229,9,0.5
dev,0.8520290387128449,1,3,0,0.9451565235089405,6,0.5
staging,0.7205533812459162,1,1,0,0.2366091463059895,4,0.5
prod,0.4265276567703282,0,3,0,0.7758177146395678,6,0.5
dev,0.43876487476056814,1,2,0,0.12341597682914818,1,0.5
staging,0.20826534733553168,0,2,0,0.09054529232624042,6,0.5
prod,0.1364732478485729,0,2,0,0.16801751824850608,1,0.5
dev,0.5996019265411539,0,2,0,0.8162212872680403,0,0.5
prod,0.32862984918298344,0,2,0,0.48890733210294735,5,0.9
dev,0.8448701333683435,1,1,0,0.4306464111447109,8,0.5
staging,0.855923133534528,1,3,0,0.658158078384728,0,0.5
staging,0.41106464017765343,1,1,0,0.3032487041602133,8,0.5
prod,0.425364785128748,0,3,0,0.6517134118223051,9,0.5
prod,0.3534854228296127,1,3,1,0.34132157592487455,1,0.5
prod,0.9040995294326918,1,3,1,0.38599391594608456,9,0.5
staging,0.7972974989620178,1,1,1,0.2765739392027756,5,0.5
staging,0.10804853549242557,0,1,1,0.2659667458121705,2,0.5
staging,0.5659623797209862,0,1,1,0.8016375693818529,5,0.5
prod,0.751233321315068,1,3,1,0.39485288940951047,2,0.5
prod,0.4281911426496755,1,2,0,0.7365436786737676,2,0.5
staging,0.5114733673642324,0,3,0,0.6772212879846938,6,0.5
dev,0.7939885087451763,1,1,1,0.3588629094496205,3,0.5
prod,0.6457375463162119,1,3,0,0.8259895384380515,2,0.5
prod,0.4849752373976406,1,1,0,0.43110383619368087,1,0.5
prod,0.3460939659945478,1,1,0,0.9177409807863669,0,0.5
staging,0.8783406145707626,0,1,1,0.7021203921450341,3,0.5
dev,0.5406311789237759,0,1,0,0.032117826724677445,8,0.5
dev,0.4303199174713893,1,2,1,0.29527960610808557,6,0.5
prod,0.5120280464918242,1,1,0,0.9210339017927794,8,0.5
dev,0.2795301893892361,0,1,1,0.38428392025252267,4,0.5
staging,0.2108292795277528,1,2,1,0.41205759810124143,3,0.5
dev,0.45393890772303247,0,1,1,0.00790037974113078,5,0.5
dev,0.5034093315185546,1,2,0,0.5105599316957604,1,0.5
dev,0.3845535748406709,0,2,0,0.032681851384145144,5,0.5
dev,0.5103298028387262,0,1,1,0.8064946866622094,3,0.5
prod,0.10367317485194721,1,3,0,0.9329863485558397,3,0.5
dev,0.6803178028487915,0,1,1,0.9243726768011248,8,0.5
dev,0.8729983995125756,0,1,1,0.5960057411289524,7,0.5
prod,0.4576130436565279,0,1,0,0.6598047410861981,4,0.5
staging,0.7468304111180144,0,3,0,0.7763192672437252,7,0.5
prod,0.709341006349698,0,1,1,0.5479224426699143,2,0.5
dev,0.5641089279448122,1,3,0,0.8418814126662728,5,0.5
staging,0.7924049181510541,1,1,1,0.44558617126336864,7,0.5
staging,0.21570691710139883,0,3,1,0.5486683098991241,3,0.5
staging,0.14889360683717098,0,3,1,0.235758334770383,0,0.9
prod,0.14420331584667215,1,3,1,0.23881795176150267,8,0.5
staging,0.8905968516065931,1,1,1,0.5707806093096909,3,0.5
staging,0.8918357444186098,1,2,1,0.25040528654405336,1,0.5
dev,0.10546239737326121,0,3,0,0.2921730619077141,7,0.9
staging,0.6327494274320362,0,1,1,0.4916467491156873,3,0.5
prod,0.11483001904038201,0,3,1,0.28400741929762796,7,0.5
staging,0.43861660571848304,1,2,1,0.7069688386564251,9,0.5
prod,0.446723499151609,0,1,1,0.7769537012991696,0,0.5
dev,0.5019016092868654,0,1,0,0.9349999315640136,3,0.5
dev,0.9793606515581961,0,2,1,0.9731817970394234,0,0.5
prod,0.39472460527867737,0,3,0,0.6070078996618772,0,0.5
staging,0.7526955153856238,0,1,0,0.7453303192310892,4,0.5
prod,0.2778639578886922,0,2,1,0.39608359731341647,4,0.5
staging,0.6287751779300613,1,2,1,0.8585635070877946,9,0.5
staging,0.21615636978930686,1,2,1,0.7490105710677752,0,0.5
staging,0.9908939152060654,0,3,1,0.27278653152672383,1,0.5
prod,0.6836211218874161,0,3,1,0.5449058720431809,7,0.5
dev,0.38001811919773354,1,3,0,0.6272865921768703,5,0.5
staging,0.23158854733252487,1,2,1,0.3694588468284373,6,0.5
dev,0.3401916611628545,0,2,1,0.81039162480691,2,0.5
prod,0.2916102395396711,1,2,0,0.7443206853487093,4,0.5
dev,0.7344570502887441,0,1,1,0.1411379182611464,5,0.5
dev,0.6680800697145399,0,2,0,0.12679969830314008,7,0.5
dev,0.8342593042280312,0,1,0,0.41264180997338873,0,0.5
staging,0.714013596275762,1,3,1,0.788097340081573,4,0.5
dev,0.37763022245524847,1,2,1,0.9471373788069263,4,0.5
dev,0.5612493652490711,0,2,1,0.7379868668525985,2,0.9
prod,0.4440166376642207,0,1,1,0.029119474131066192,6,0.5
prod,0.15799954208354522,0,1,0,0.0398537366754973,2,0.5
staging,0.5582961557755485,0,1,0,0.22734717704146312,7,0.5
staging,0.7417540494397638,0,3,0,0.9535626521090702,7,0.5
prod,0.7262042334006459,1,2,0,0.8952527559565971,9,0.5
dev,0.4119556187872968,0,3,1,0.7152195147470372,7,0.9
dev,0.8842017720479846,0,2,1,0.3617571431866081,9,0.5
staging,0.28509017448104035,0,3,1,0.8962168134007659,4,0.5
staging,0.8810303302497753,1,3,0,0.37032019761210444,0,0.5
dev,0.9246243007008239,1,3,1,0.1892767636252206,4,0.9
dev,0.520482136895851,0,3,0,0.44608907508687945,7,0.5
prod,0.5172890473347288,0,1,0,0.6626316467081023,2,0.5
prod,0.17837488196131454,0,2,0,0.5894276740915021,4,0.5
staging,0.5268030008959117,0,2,0,0.6050189270976503,6,0.5
prod,0.7176358565538042,1,3,1,0.12221980051804093,6,0.5
prod,0.13130745434305335,0,1,1,0.10188372757084063,7,0.5
dev,0.8495635812594134,1,2,1,0.8193357047746145,9,0.5
staging,0.48988305657062303,0,3,1,0.40590951363509764,6,0.5
dev,0.5953564318749849,0,1,0,0.8118215142366474,0,0.9
dev,0.4056915241173097,1,3,0,0.89146375577605,3,0.5
dev,0.3571234092236584,0,2,1,0.6973482442490904,7,0.5
prod,0.4783387125697295,1,2,1,0.8279512840032132,3,0.5
prod,0.16705141943776936,0,3,1,0.40055720903303926,2,0.5
staging,0.19483210117812674,0,2,0,0.7002569500360841,8,0.5
staging,0.15912281829708713,1,3,1,0.08995418161050461,3,0.5
dev,0.6374837402613228,1,2,1,0.8595410113890543,2,0.5
staging,0.8005051478218045,0,3,0,0.4805687509056038,9,0.5
staging,0.9323316357313077,1,1,0,0.08279056337679536,9,0.5
dev,0.7627527093811698,0,1,0,0.9677345766641409,6,0.5
prod,0.46754444988986454,1,1,1,0.8048807046735992,1,0.5
prod,0.21690958802214877,1,1,1,0.6096695940419744,7,0.5
dev,0.8116249770537,1,1,1,0.20559101202888197,7,0.5
dev,0.7270598558036727,0,3,0,0.7342002643249445,0,0.5
staging,0.18703752145238062,0,2,1,0.9005599622711636,5,0.5
prod,0.9948028325878794,1,2,1,0.5838863040237232,2,0.5
staging,0.37679403202706474,0,1,1,0.8178547651562844,8,0.5
prod,0.76368635628605,1,3,1,0.4751135766062359,2,0.5
prod,0.8135720431467989,0,3,0,0.9906036126322648,5,0.5
dev,0.8246047211128201,1,1,0,0.54076273532445,9,0.5
staging,0.48179591339473904,1,3,1,0.18204967566568464,7,0.5
dev,0.9530460597597311,0,1,0,0.5527171818874725,4,0.5
prod,0.7644056857601841,1,2,1,0.9567427910803064,6,0.5
prod,0.9404997015200975,1,3,0,0.43109468519465255,5,0.5
dev,0.5960244298312993,1,1,0,0.27421793095577507,6,0.5
prod,0.47472586438335007,1,1,0,0.2557633888427211,9,0.5
staging,0.3623086371322116,0,2,1,0.2610370967187676,0,0.5
dev,0.8554162640694112,1,2,1,0.2924604215756712,6,0.5
staging,0.21866811531752767,1,1,0,0.9937728163047874,9,0.5
prod,0.9157853878105782,0,1,1,0.24510165467049994,0,0.5
prod,0.7890822705120366,0,2,1,0.4729969413921342,0,0.5
prod,0.6103695817506064,1,3,0,0.18695791093672331,1,0.5
dev,0.5335610090341966,1,2,1,0.7441777786688477,6,0.5
dev,0.8301847654523551,0,1,0,0.6948524419989918,7,0.5
staging,0.729308642953642,0,3,1,0.9311773728214517,6,0.5
dev,0.22989172576645747,1,2,0,0.8054870186161235,2,0.5
dev,0.6144663809365295,0,2,0,0.09161343625481277,0,0.5
staging,0.5994926646649854,0,2,1,0.1478978004632745,7,0.5
prod,0.4943023777700939,0,3,1,0.44259991663230436,9,0.5
staging,0.9825059799793171,0,3,0,0.618456275173911,9,0.5
dev,0.8673762400921993,1,3,0,0.6477570534691028,0,0.5
dev,0.130285522155517,0,2,1,0.9333124654995201,5,0.5
dev,0.44141867880348307,0,2,1,0.006174611083496262,9,0.5
prod,0.8914996899311276,1,1,0,0.007245401964615983,6,0.5
dev,0.5037129376729437,1,3,0,0.4508440979941658,8,0.5
dev,0.7908445488967106,1,2,0,0.8804669027314491,2,0.5
prod,0.4671010490776315,0,2,0,0.7783514062953735,3,0.9
dev,0.6682495964118538,0,2,0,0.35626259641079294,7,0.5
staging,0.42738547427073503,0,1,1,0.9876660389482833,8,0.5
prod,0.6310851813742107,1,2,0,0.5635186718383494,2,0.5
prod,0.9588649981478014,1,3,0,0.9199538367269614,4,0.5
prod,0.4747108838953018,1,3,0,0.4843853530680847,9,0.5
prod,0.14175770002000534,1,1,1,0.563940022434134,1,0.5
prod,0.26553254089601996,0,1,1,0.5716527099851878,2,0.5
prod,0.36449497917681584,0,1,0,0.005090832136546597,6,0.5
dev,0.7354002606203837,1,1,1,0.4550180710740731,2,0.5
dev,0.9843104292175886,1,2,1,0.44657888764782017,0,0.5
staging,0.6912129240440101,0,1,1,0.8058918837663713,7,0.5
staging,0.12408105118258327,1,3,1,0.33484586007200234,4,0.5
prod,0.28817225524628626,0,2,0,0.9260370444259562,0,0.5
staging,0.31578889897321477,1,1,1,0.27986896139214834,9,0.5
staging,0.8423748922668535,0,3,0,0.28613316701283076,2,0.5
dev,0.7217296118717583,1,1,1,0.4551960022568622,2,0.5
prod,0.8526341681953533,0,2,1,0.1518082224520647,9,0.5
staging,0.33197892166913057,0,1,0,0.21884309140566272,0,0.5
prod,0.33111835985594607,0,3,1,0.10461536291061979,2,0.9
staging,0.8726045348919738,0,2,0,0.7558246347815386,6,0.5
prod,0.282429718218338,0,3,0,0.6666537512606463,1,0.5
staging,0.12134963193274641,0,1,0,0.10129847789179225,9,0.5
dev,0.7607069794621683,1,1,1,0.006616612541644806,6,0.5
dev,0.9604007195722796,0,1,1,0.7255629999266018,8,0.5
dev,0.8599381855175783,1,2,1,0.5418585705808237,1,0.5
prod,0.3045062740676559,0,2,0,0.1653202762115793,0,0.5
staging,0.800339630544121,0,1,1,0.547416172725515,5,0.9
prod,0.9475567392440197,0,2,1,0.687630668156895,1,0.5
staging,0.37762878670727373,0,3,0,0.28896044951138067,0,0.9
dev,0.15097455269769045,1,1,0,0.3352887990207145,4,0.5
staging,0.9482840699490571,1,2,0,0.810530442921499,6,0.5
prod,0.7809270677971167,0,2,0,0.4373471263949771,1,0.5
staging,0.34536312979791545,0,3,0,0.388409440914919,7,0.5
dev,0.3865920442926696,1,2,0,0.6574249640187833,5,0.5
dev,0.11634548010006647,1,1,1,0.4563643514948199,4,0.5
prod,0.7899927820522503,0,1,1,0.004115148238851618,4,0.5
staging,0.6264827176215253,1,3,0,0.3497527504017016,0,0.5
staging,0.10472529642709875,0,3,1,0.21224450193042244,0,0.5
dev,0.267409893416998,1,1,0,0.06566263700214658,1,0.5
prod,0.8445709313841773,1,1,1,0.6722384056115733,1,0.5
prod,0.3434196343466065,1,1,1,0.7391528787477029,7,0.5
dev,0.4865631581802844,0,1,1,0.013639188462500562,4,0.5
staging,0.6745914844683617,0,2,0,0.54198988493831,0,0.5
dev,0.8868052235551065,1,3,1,0.29436428447230634,0,0.5
staging,0.6570693252199292,1,2,1,0.20548165333713153,4,0.5
staging,0.9584675896694577,1,3,1,0.17086398492323784,8,0.5
staging,0.9890183793213413,1,1,0,0.00727847160290418,6,0.5
prod,0.6536636902249239,0,1,0,0.7823762871891553,4,0.9
prod,0.14594665790942998,0,2,0,0.7554156646714312,5,0.5
dev,0.8004726798133907,0,1,0,0.16450657952335856,6,0.9
staging,0.6057128238812275,1,2,0,0.21098151967451795,0,0.5
dev,0.5598260881270132,0,2,1,0.6164525059814066,8,0.5
dev,0.27383683670058556,0,1,0,0.4288138771265252,8,0.9
staging,0.8592657956788029,1,2,0,0.10146483960457531,6,0.5
staging,0.4979212343458189,1,2,1,0.07369671195131988,4,0.5
staging,0.42362845192973864,0,3,0,0.7294772492393373,5,0.5
prod,0.7201771290311213,1,2,1,0.6829014457426988,7,0.5
staging,0.7342297663176561,0,2,0,0.9526133052413158,8,0.5
dev,0.6951188830923979,1,3,0,0.9138708238902445,7,0.5
prod,0.4815552155359566,0,3,0,0.6844449636772038,0,0.5
prod,0.13076913037184787,1,3,0,0.816739235404397,4,0.5
dev,0.6226704338425418,1,3,1,0.6866670622563621,0,0.5
staging,0.16439613533996295,1,2,1,0.1743641830426762,8,0.5
dev,0.8174148898095951,1,1,0,0.3089840625402749,8,0.5
dev,0.7028679057442707,1,3,0,0.2648715362224028,8,0.5
prod,0.29217153292832476,1,2,0,0.9155630286195477,1,0.5
dev,0.6605577391379353,1,1,1,0.6176844854694569,7,0.5
dev,0.9601311274812219,1,3,0,0.4881336936724472,7,0.5
staging,0.2569552810421467,0,2,1,0.9921022423588646,3,0.5
staging,0.2834652168449209,1,2,1,0.5068951239235465,7,0.5
prod,0.121712164724877,1,2,0,0.6871939358611435,0,0.5
prod,0.5130962425896667,0,1,1,0.7074198934522966,4,0.9
dev,0.5802955338665898,1,3,1,0.5406949026865703,3,0.5
dev,0.853598052978959,0,2,0,0.30252446489505547,3,0.5
dev,0.3680366680003331,1,2,1,0.8117691595211488,9,0.5
dev,0.995258568219311,0,2,0,0.8898087456456297,3,0.5
staging,0.2880103876673156,0,1,1,0.1514697968332387,4,0.9
prod,0.37229515891617115,1,2,0,0.4029066680761194,9,0.5
prod,0.7786067631930681,1,1,0,0.2505083189053271,6,0.5
dev,0.533841328194179,0,2,1,0.5120137937945788,1,0.5
dev,0.6843612322979289,0,1,0,0.12522251066717072,5,0.5
dev,0.4317872548899523,0,3,0,0.9833113413410546,5,0.5
dev,0.41720219260372915,0,1,0,0.4442054485837915,2,0.5
staging,0.6375960020567631,1,2,0,0.07397404889214898,6,0.5
staging,0.15288308909755116,0,2,1,0.2687498846362232,2,0.9
dev,0.29649914074239697,1,3,1,0.4704325212283107,1,0.5
prod,0.4554956856679594,1,1,0,0.11929070097530803,3,0.5
dev,0.5627916133068582,0,3,1,0.7415785687844882,5,0.5
staging,0.6716767811190729,0,1,1,0.7296680328955173,9,0.5
dev,0.7349136173238882,0,3,1,0.08423154136925726,7,0.5
staging,0.5151746933891196,1,3,1,0.8329024079611035,5,0.5
prod,0.7919938648999127,0,2,0,0.08872833824569948,7,0.5
dev,0.34864418217407894,1,2,0,0.44083112044581585,7,0.5
prod,0.2610201540608099,0,3,0,0.3283897519167007,2,0.5
staging,0.6400428919264004,0,2,1,0.8707962340808848,8,0.5
prod,0.46235925355733176,0,2,1,0.3100369013619396,5,0.5
dev,0.8349877093094119,0,1,1,0.8825984838062744,8,0.5
prod,0.8189132410147217,1,2,0,0.6715191168021396,3,0.5
dev,0.3891965201695702,1,3,0,0.10824404330344906,1,0.5
dev,0.6328328235624654,1,2,0,0.7397011446156301,6,0.5
staging,0.4931533104463417,1,2,1,0.10397315578576838,5,0.5
staging,0.881585741976561,0,1,1,0.865500288563133,1,0.5
staging,0.6044494650394666,1,1,1,0.9816389712295681,4,0.5
prod,0.787043892711743,1,1,0,0.10736706272600993,9,0.5
dev,0.6721717879177944,0,2,0,0.3533996293123213,0,0.5
dev,0.15475933822600135,1,3,1,0.4027484125350733,3,0.5
prod,0.32852391544069126,1,1,1,0.08400900499180652,6,0.5
prod,0.22134775088326697,0,1,0,0.649154528571676,6,0.5
dev,0.8418795785687146,1,1,0,0.7378544623214003,4,0.5
staging,0.9184338238138163,1,2,1,0.7201785484982695,1,0.5
prod,0.13023597369815934,1,2,1,0.9677036631691891,9,0.5
prod,0.5233658877449705,1,1,1,0.5667949497356466,9,0.5
prod,0.42004816413253676,1,2,0,0.3019068228982097,7,0.5
dev,0.3182797947708268,0,2,1,0.7963092569517578,7,0.5
prod,0.8061919631661029,0,1,1,0.552271148377177,5,0.5
prod,0.5484084520278291,0,1,1,0.9428529497488413,4,0.5
dev,0.8982850512370941,0,2,0,0.08641506985221914,7,0.5
prod,0.7892852286753114,1,1,1,0.9365182999322592,3,0.9
prod,0.9945394980591146,0,2,1,0.03798648633888235,1,0.5
prod,0.6608841916713796,0,1,0,0.9182069872288839,0,0.5
staging,0.4631029023510207,1,1,1,0.0710098279596505,3,0.5
prod,0.5108506839228565,1,2,0,0.734466970741726,2,0.5
staging,0.9880904731705812,0,2,0,0.7403006274806143,4,0.5
prod,0.9627718234298733,0,2,0,0.21780255275700033,9,0.5
prod,0.6702341565182541,1,1,0,0.7038869552330175,7,0.5
staging,0.5028237908315651,1,1,0,0.34475862704320437,7,0.9
prod,0.43441073329135804,1,2,1,0.9965290966951454,1,0.5
prod,0.8832239434877989,0,3,1,0.7713818772088472,8,0.5
staging,0.13535116580955497,1,1,0,0.1150101000424747,7,0.5
prod,0.9245414857686961,0,3,1,0.7153643731642428,8,0.5
staging,0.6056083563100351,1,2,1,0.1716475427832984,6,0.5
prod,0.600297420060555,1,3,0,0.45342095184377695,4,0.5
staging,0.2663878822126861,1,1,0,0.39545275196104,2,0.5
staging,0.701458199369796,0,3,0,0.2218548505385125,3,0.5
staging,0.6646596741206424,0,2,0,0.2776500080590725,8,0.5
prod,0.8126673118413749,0,3,0,0.3128921969098243,1,0.5
prod,0.30568836996363913,0,3,0,0.5412689914704397,0,0.5
staging,0.18983139352476405,0,1,0,0.4239245083830211,7,0.5
dev,0.2976431637526039,0,3,1,0.8128931733302613,7,0.5
staging,0.12177163121526291,0,2,1,0.6830778760805806,2,0.5
staging,0.6105503598619475,1,1,0,0.11510277444476258,0,0.5
prod,0.6637635055529099,1,2,0,0.35287958652950513,4,0.5
dev,0.980129655868662,0,2,0,0.14665739167348646,1,0.9
staging,0.13185457534078,1,2,1,0.051058293328044124,8,0.5
prod,0.5924447914920399,0,2,0,0.7018000293375541,9,0.5
dev,0.48929945460980573,0,3,0,0.25150117179127873,3,0.5
staging,0.7764748715879167,1,3,0,0.33077224954375184,4,0.5
staging,0.7207394523169756,0,3,0,0.8674094106168861,0,0.5
prod,0.3978899071574563,1,2,0,0.2724788040517172,9,0.5
dev,0.5515075715917435,0,1,1,0.5693016991844043,4,0.5
prod,0.6003350859644926,0,2,0,0.6647174500816847,0,0.5
prod,0.8923907717015118,1,3,1,0.38762609505900325,6,0.5
staging,0.6570629329634761,1,2,1,0.14220953151010218,6,0.5
dev,0.5469441861741682,0,3,0,0.48405211778512336,2,0.5
dev,0.9620527962517609,0,2,1,0.08438313310574863,5,0.5
prod,0.8230884383724466,0,1,1,0.10633327460442743,2,0.5
staging,0.6365580220999155,1,2,0,0.9151317453577389,6,0.9
prod,0.5414919405684674,0,1,0,0.6537189048757942,4,0.5
prod,0.8248830161888789,1,1,0,0.8281489353509278,8,0.5
staging,0.7419084486400346,1,1,0,0.41792941010900053,0,0.5
prod,0.35159222779271426,1,3,1,0.025647192115580086,0,0.5
dev,0.8696594507265488,1,2,1,0.17852745620390742,1,0.5
dev,0.6987598073346947,1,1,1,0.27831883675902014,0,0.5
dev,0.8663666545023646,1,1,0,0.5454504519210276,1,0.5
dev,0.6644810825582824,1,1,1,0.31095884103293003,5,0.5
staging,0.644514055338954,1,3,0,0.30878291512893363,8,0.5
prod,0.10854936678775862,1,3,0,0.7130089219792056,5,0.5
dev,0.6811618287890137,1,3,0,0.5512920142721047,1,0.5
prod,0.6413269665673386,1,1,1,0.6327816959724881,0,0.5
staging,0.537716340691073,0,2,1,0.8207285701768706,5,0.5
dev,0.10947458242633608,0,2,1,0.6805640721354868,2,0.5
dev,0.32918363853071814,0,1,1,0.4916408254452952,2,0.5
dev,0.9152111014541936,1,2,1,0.833609583781388,5,0.5
prod,0.9613686399214831,1,3,0,0.33448749866274563,0,0.5
dev,0.30448381264131924,0,2,0,0.56580591044021,4,0.5
prod,0.7569168015233898,1,3,0,0.815760268403603,8,0.5
staging,0.7629413800593676,0,1,0,0.9783900929139367,5,0.5
prod,0.1248609672765022,0,2,1,0.6837258736136587,6,0.5
staging,0.21899183844454184,1,3,0,0.7712192349163652,0,0.5
prod,0.6119059913837906,0,3,0,0.11341165280760268,8,0.5
prod,0.8104135495977458,0,2,0,0.04180495405311302,1,0.5
prod,0.23235632110813068,0,3,1,0.009582020810508407,4,0.5
staging,0.815721843893614,1,1,0,0.2943293440604675,2,0.5
staging,0.26463893486153095,1,3,1,0.6526077177419902,0,0.5
prod,0.7407312975597927,0,3,1,0.7706494745990236,1,0.5
dev,0.46656509217292763,1,2,0,0.06058391322345347,6,0.5
prod,0.225015585499798,1,3,0,0.8351017711168733,9,0.5
prod,0.9842085541828931,0,3,0,0.4820550807438334,1,0.5
dev,0.12370668782881195,1,2,1,0.5237952392069525,8,0.5
staging,0.2907677491603725,0,1,1,0.4227309136909666,1,0.5
dev,0.9046070670431288,0,3,1,0.6636744213031626,2,0.9
dev,0.5341724863623583,1,1,1,0.1446875177047633,6,0.5
staging,0.80790817787075,0,3,0,0.030047197252410562,0,0.5
prod,0.4315220082290916,1,3,0,0.6795142316422474,9,0.5
dev,0.7401754097329792,1,3,1,0.6270755542604434,6,0.5
prod,0.137945742492354,1,2,1,0.29712835503024126,7,0.5
dev,0.593150357185435,0,1,1,0.11166845940454995,9,0.5
prod,0.689551791841651,0,3,1,0.9705658660890677,0,0.5
dev,0.2770287637335322,1,1,1,0.3127050348653069,7,0.5
dev,0.49371818979211457,0,3,1,0.36187628285063234,5,0.5
dev,0.21506203369302337,0,1,0,0.4530790107604349,5,0.5
prod,0.4612986268878857,0,3,1,0.9151308258398956,7,0.5
prod,0.10431602478116682,0,2,0,0.21848371228499341,2,0.5
dev,0.18011014916947243,1,2,1,0.07962093075740595,3,0.5
prod,0.24692592314811346,1,3,1,0.21726267309498437,0,0.5
prod,0.1971306764800429,1,3,0,0.05517726874669704,8,0.9
dev,0.13048133544171145,0,2,1,0.12855081156472759,0,0.5
dev,0.28699256801172657,0,1,1,0.3759080002497185,3,0.5
prod,0.9553367452084568,0,2,0,0.7373851199838048,9,0.5
