environment,severity_weight,public_exposure,privilege_level,encryption_disabled,port_risk,history_incidents,mitre_tactic_score,env_encoded,env_prod
staging,0.5976417900698313,1,2,0,0.07363126525484294,0.6666666666666666,0.0,2,0
staging,0.05877314221313605,0,2,1,0.26850026733432636,0.2222222222222222,1.0,2,0
dev,0.21843504824304139,1,3,1,0.47027937396385544,0.1111111111111111,0.0,0,0
prod,0.3951958707572414,1,1,0,0.11896959346836734,0.3333333333333333,0.0,1,1
dev,0.5144796981558496,0,3,1,0.7415551177090648,0.5555555555555556,0.0,0,0
staging,0.6355303274704329,0,1,1,0.7296388847017767,1.0,0.0,2,0
dev,0.7058324537587243,0,3,1,0.0838936641567186,0.7777777777777777,0.0,0,0
staging,0.4615426614787772,1,3,1,0.832922639447221,0.5555555555555556,0.0,2,0
prod,0.7692901315062245,0,2,0,0.08839261196776958,0.7777777777777777,0.0,1,1
dev,0.2764061218774802,1,2,0,0.44066381406340144,0.7777777777777777,0.0,0,0
prod,0.17899208505950992,0,3,0,0.32816866191059285,0.2222222222222222,0.0,1,1
staging,0.6003620646906492,0,2,1,0.870834591167135,0.8888888888888888,0.0,2,0
prod,0.4028262875444457,0,2,1,0.3098070327112737,0.5555555555555556,0.0,1,1
dev,0.8170875682645423,0,1,1,0.8826424862147603,0.8888888888888888,0.0,0,0
prod,0.7992171407116788,1,2,0,0.6714621544732434,0.3333333333333333,0.0,1,1
dev,0.3214892689503475,1,3,0,0.1079176518935546,0.1111111111111111,0.0,0,0
dev,0.5923464338164726,1,2,0,0.7396767955195196,0.6666666666666666,0.0,0,0
staging,0.4370608857037882,1,2,1,0.10364472149957228,0.5555555555555556,0.0,2,0
staging,0.868891880022669,0,1,1,0.8655361124612465,0.1111111111111111,0.0,2,0
staging,0.560791875190123,1,1,1,0.9817303472726483,0.4444444444444444,0.0,2,0
prod,0.7637871115769994,1,1,0,0.10704025183355334,1.0,0.0,1,1
dev,0.6360806401135982,0,2,0,0.3531905021794162,0.0,0.0,0,0
dev,0.06085901986124266,1,3,1,0.4025628902054654,0.3333333333333333,0.0,0,0
prod,0.25403786916693394,1,1,1,0.08367102133434519,0.6666666666666666,0.0,1,1
prod,0.1348871856727935,0,1,0,0.6490868686800129,0.6666666666666666,0.0,1,1
dev,0.8247494484614045,1,1,0,0.737829229909239,0.4444444444444444,0.0,0,0
staging,0.9098569038643703,1,2,1,0.720144861237951,0.1111111111111111,0.0,2,0
prod,0.03359572249345193,1,2,1,0.9677883735928932,1.0,0.0,1,1
prod,0.4706490370443075,1,1,1,0.5666878951207279,1.0,0.0,1,1
prod,0.3557878882402341,1,2,0,0.3016730654200916,0.7777777777777777,0.0,1,1
dev,0.24264919907735621,0,2,1,0.7963119849843919,0.7777777777777777,0.0,0,0
prod,0.7850745470030779,0,1,1,0.5521571466512699,0.5555555555555556,0.0,1,1
prod,0.49848954302873116,0,1,1,0.9429257734316009,0.4444444444444444,0.0,1,1
dev,0.8874569604254713,0,2,0,0.08607823707800234,0.7777777777777777,0.0,0,0
prod,0.7662788662791942,1,1,1,0.9365880935876685,0.3333333333333333,1.0,1,1
prod,0.9944656705762177,0,2,1,0.037626488916762686,0.1111111111111111,0.0,1,1
prod,0.6235319095882992,0,1,0,0.9182680221083672,0.0,0.0,1,1
staging,0.40365302231717737,1,1,1,0.07066562645857016,0.3333333333333333,0.0,2,0
prod,0.45673554148649265,1,2,0,0.7344401180044586,0.2222222222222222,0.0,1,1
staging,0.9872961126198144,0,2,0,0.7402765651327109,0.4444444444444444,0.0,2,0
prod,0.9591486748549768,0,2,0,0.217528566024512,1.0,0.0,1,1
prod,0.6339265221101382,1,1,0,0.7038454752809788,0.7777777777777777,0.0,1,1
staging,0.44781182414587706,1,1,0,0.34454536669473584,0.7777777777777777,1.0,2,0
prod,0.3717551505421847,1,2,1,0.9966275950715383,0.1111111111111111,0.0,1,1
prod,0.870713113601713,0,3,1,0.7713726818290462,0.8888888888888888,0.0,1,1
staging,0.039282421945642756,1,1,0,0.11468694501305396,0.7777777777777777,0.0,2,0
prod,0.9166469592790251,0,3,1,0.7153283831589654,0.8888888888888888,0.0,1,1
staging,0.5620802464203664,1,2,1,0.1713514789121158,0.6666666666666666,0.0,2,0
prod,0.5561759328378412,1,3,0,0.4532596675043449,0.4444444444444444,0.0,1,1
staging,0.18495953575853274,1,1,0,0.3952637399277043,0.2222222222222222,0.0,2,0
staging,0.6686391474646143,0,3,0,0.22158280212518403,0.3333333333333333,0.0,2,0
staging,0.6277292170419426,0,2,0,0.27740464791710945,0.8888888888888888,0.0,2,0
prod,0.7922733698356318,0,3,0,0.31266369402109534,0.1111111111111111,0.0,1,1
prod,0.22865096655861694,0,3,0,0.5411497271274494,0.0,0.0,1,1
staging,0.09984958625861413,0,1,0,0.4237491151294399,0.7777777777777777,0.0,2,0
dev,0.21970689002019467,0,3,1,0.8129038338803447,0.7777777777777777,0.0,0,0
staging,0.02418568065877487,0,2,1,0.6830264426061223,0.2222222222222222,0.0,2,0
staging,0.5675744073979719,1,1,0,0.11477966374391267,0.0,0.0,2,0
prod,0.6267329218506356,1,2,0,0.3526702106466453,0.4444444444444444,0.0,1,1
dev,0.9784458535476358,0,2,0,0.14634937436469522,0.1111111111111111,1.0,0,0
staging,0.03539516636065303,1,2,1,0.050704548490336225,0.8888888888888888,0.0,2,0
prod,0.5474459501497326,0,2,0,0.7017575511547175,1.0,0.0,1,1
dev,0.43277644840462437,0,3,0,0.25124330398253564,0.3333333333333333,0.0,0,0
staging,0.7520372407361449,1,3,0,0.33055229914806933,0.4444444444444444,0.0,2,0
staging,0.6900746455230369,0,3,0,0.8674461476976073,0.0,0.0,2,0
prod,0.3311539458471468,1,2,0,0.27223097038871813,1.0,0.0,1,1
dev,0.5019349193005478,0,1,1,0.569195843612781,0.4444444444444444,0.0,0,0
prod,0.5562178070569562,0,2,0,0.6646572343391369,0.0,0.0,1,1
prod,0.8809041281024423,1,3,1,0.38743333933262014,0.6666666666666666,0.0,1,1
staging,0.6192837114116356,1,2,1,0.14189938667440158,0.6666666666666666,0.0,2,0
dev,0.49686167849372675,0,3,0,0.48390548512704157,0.2222222222222222,0.0,0,0
dev,0.9583493126080002,0,2,1,0.0840453284034704,0.5555555555555556,0.0,0,0
prod,0.8038588221988839,0,1,1,0.10600596922429217,0.2222222222222222,0.0,1,1
staging,0.5964878392653561,1,2,0,0.9151913092692523,0.6666666666666666,1.0,2,0
prod,0.49080026742177996,0,1,0,0.6536534282437334,0.4444444444444444,0.0,1,1
prod,0.8058539036080229,1,1,0,0.828166893127774,0.8888888888888888,0.0,1,1
staging,0.7136087996998828,1,1,0,0.4177511492443808,0.0,0.0,2,0
prod,0.2796835450982384,1,3,1,0.025281292488908536,0.0,0.0,1,1
dev,0.8556330947334477,1,2,1,0.17823468317380312,0.1111111111111111,0.0,0,0
dev,0.6656392709841941,1,1,1,0.278073796535176,0.0,0.0,0,0
dev,0.8519724028031234,1,1,0,0.5453331876790526,0.1111111111111111,0.0,0,0
dev,0.6275306719007786,1,1,1,0.31072941336992704,0.5555555555555556,0.0,0,0
staging,0.6053327797635358,1,3,0,0.3085524466641196,0.8888888888888888,0.0,2,0
prod,0.009486126421290611,1,3,0,0.7129718053005176,0.5555555555555556,0.0,1,1
dev,0.646075115273904,1,3,0,0.551177544200953,0.1111111111111111,0.0,0,0
prod,0.6017896057092803,1,1,1,0.6327062045302237,0.0,0.0,1,1
staging,0.48660282942005983,0,2,1,0.8207429786005436,0.5555555555555556,0.0,2,0
dev,0.010514714038427228,0,2,1,0.6805114362433846,0.2222222222222222,0.0,0,0
dev,0.2547713014316373,0,1,1,0.4914978226629652,0.2222222222222222,0.0,0,0
dev,0.9062741149723946,1,2,1,0.833630153528047,0.5555555555555556,0.0,0,0
prod,0.9575887172395613,1,3,0,0.3342693253671034,0.0,0.0,1,1
dev,0.22731182712537673,0,2,0,0.5656983827421372,0.4444444444444444,0.0,0,0
prod,0.7302939974913646,1,3,0,0.8157723003596425,0.8888888888888888,0.0,1,1
staging,0.7369916867890748,0,1,0,0.9784799149342313,0.5555555555555556,0.0,2,0
prod,0.02762018034216794,0,2,1,0.6836747500932319,0.6666666666666666,0.0,1,1
staging,0.13226805315871626,1,3,0,0.7712099617405361,0.0,0.0,2,0
prod,0.5690815001649209,0,3,0,0.11308773319940006,0.8888888888888888,0.0,1,1
prod,0.7897678004968651,0,2,0,0.04144678310316564,0.1111111111111111,0.0,1,1
prod,0.14712571531231017,0,3,1,0.00920843679561446,0.4444444444444444,0.0,1,1
staging,0.795669176947054,1,1,0,0.29409196207763477,0.2222222222222222,0.0,2,0
staging,0.18301518298993041,1,3,1,0.6525417096002951,0.0,0.0,2,0
prod,0.712300128538101,0,3,1,0.7706399288920531,0.1111111111111111,0.0,1,1
dev,0.40750203375894845,1,2,0,0.0602347247368697,0.6666666666666666,0.0,0,0
prod,0.13896481807648897,1,3,0,0.8351230546154474,1.0,0.0,1,1
prod,0.9829804767453464,0,3,0,0.48190749285112466,0.1111111111111111,0.0,1,1
dev,0.02633693620198556,1,2,1,0.5236676167149237,0.8888888888888888,0.0,0,0
staging,0.2120633029282995,0,1,1,0.42255494951007816,0.1111111111111111,0.0,2,0
dev,0.894485318899208,0,3,1,0.6636137066528902,0.2222222222222222,1.0,0,0
dev,0.48266302930485994,1,1,1,0.1443785581541474,0.6666666666666666,0.0,0,0
staging,0.7869825099902384,0,3,0,0.029683402262347645,0.0,0.0,2,0
prod,0.36854367561194235,1,3,0,0.6794610935842008,1.0,0.0,1,1
dev,0.7116821327851796,1,3,1,0.6269973334225606,0.6666666666666666,0.0,0,0
prod,0.04216688404978754,1,2,1,0.29689231188697157,0.7777777777777777,0.0,1,1
dev,0.5482303468947104,0,1,1,0.1113437059817181,1.0,0.0,0,0
prod,0.6554024674546841,0,3,1,0.9706519455786837,0.0,0.0,1,1
dev,0.19678929577489968,1,1,1,0.31247644245211637,0.7777777777777777,0.0,0,0
dev,0.4376888775751011,0,3,1,0.36167121032102895,0.5555555555555556,0.0,0,0
dev,0.1278991813664152,0,1,0,0.45291756286171153,0.5555555555555556,0.0,0,0
prod,0.40164715976805576,0,3,1,0.9151903893115799,0.7777777777777777,0.0,1,1
prod,0.004779803932211321,0,2,0,0.21821005136877902,0.2222222222222222,0.0,1,1
dev,0.08904221211782799,1,2,1,0.07928084817019614,0.3333333333333333,0.0,0,0
prod,0.16332314175008356,1,3,1,0.21698842812404726,0.0,0.0,1,1
prod,0.10796439944240392,1,3,0,0.05482549412179263,0.8888888888888888,1.0,1,1
dev,0.033868497877496226,0,2,1,0.1282341334089217,0.0,0.0,0,0
dev,0.2078663304388207,0,1,1,0.3757096394545794,0.3333333333333333,0.0,0,0
prod,0.9508828943470401,0,2,0,0.7373596630730271,1.0,0.0,1,1
staging,0.5982939439531662,0,2,0,0.6480303313620659,0.5555555555555556,0.0,2,0
prod,0.5949444597494707,1,2,0,0.9600505938445029,0.4444444444444444,0.0,1,1
dev,0.06487248719826817,1,1,0,0.28928238828597463,0.4444444444444444,0.0,0,0
staging,0.710413731271453,0,2,0,0.30189711372724504,0.0,0.0,2,0
prod,0.8939090503618076,0,3,0,0.46839645533484536,0.6666666666666666,0.0,1,1
staging,0.5024404300157658,0,3,0,0.21320538354173948,0.4444444444444444,0.0,2,0
dev,0.4117597550498693,1,1,1,0.745150732451994,0.2222222222222222,0.0,0,0
prod,0.1473617006787668,1,2,1,0.0034547914405833706,0.5555555555555556,1.0,1,1
prod,0.5922153868805787,0,2,1,0.17732341408956837,0.4444444444444444,0.0,1,1
prod,0.8743389182242605,1,3,0,0.20603386456614212,0.1111111111111111,0.0,1,1
staging,0.5949258655966981,0,2,1,0.894595287083262,0.6666666666666666,0.0,2,0
prod,0.16595929511519597,0,2,1,0.886989770904466,1.0,0.0,1,1
staging,0.17261536173461445,0,2,0,0.9316500838261338,0.2222222222222222,0.0,2,0
dev,0.36229306065926503,0,1,1,0.3371637180918078,0.7777777777777777,0.0,0,0
prod,0.40919057520219504,0,3,0,0.3490598366749032,0.4444444444444444,0.0,1,1
prod,0.6081068019439606,1,2,1,0.7611331377340173,0.7777777777777777,0.0,1,1
staging,0.014589103292918112,1,3,1,0.4589286852355492,0.3333333333333333,0.0,2,0
dev,0.42460690666108414,1,3,0,0.5656021985735984,0.6666666666666666,0.0,0,0
dev,0.4958073938973182,0,3,0,0.20756830104969756,0.6666666666666666,0.0,0,0
prod,0.9006009499194426,1,2,1,0.1601095577078869,0.8888888888888888,1.0,1,1
staging,0.393308860904769,1,2,0,0.28195765035369796,0.1111111111111111,0.0,2,0
dev,0.9968811756831503,1,2,0,0.44093497165353784,1.0,0.0,0,0
prod,0.3776417296484362,1,1,0,0.49598817362853104,0.7777777777777777,1.0,1,1
dev,0.6697344905531671,0,2,0,0.6896867402743171,0.1111111111111111,0.0,0,0
prod,0.29809846937942297,1,1,1,0.6807871709459792,0.7777777777777777,0.0,1,1
dev,0.3957569000279464,0,1,0,0.5772858400265901,0.6666666666666666,1.0,0,0
staging,0.35373291160394277,1,3,1,0.6532002289185235,0.3333333333333333,0.0,2,0
prod,0.8845903158072668,0,3,1,0.18824607651365904,0.1111111111111111,0.0,1,1
staging,0.4552427707171314,0,3,0,0.016355320614062047,0.0,0.0,2,0
dev,0.677778635842488,1,3,1,0.7128858731506708,0.8888888888888888,0.0,0,0
staging,0.15360014166636,1,3,0,0.6848177372100429,0.7777777777777777,0.0,2,0
staging,0.5728588057994156,0,1,1,0.6984736368177118,0.4444444444444444,0.0,2,0
staging,0.47234447594741924,0,1,1,0.9435039661113135,0.8888888888888888,0.0,2,0
prod,0.8028568446936692,1,2,0,0.5749016781593188,0.3333333333333333,0.0,1,1
staging,0.4043461398998103,1,1,0,0.4767205758157938,0.6666666666666666,0.0,2,0
staging,0.45200413511761317,0,3,0,0.6400366356829533,0.1111111111111111,0.0,2,0
prod,0.562602540261417,1,1,1,0.7222396464141211,0.1111111111111111,0.0,1,1
prod,0.3549048200769087,1,1,0,0.8553360701070429,0.7777777777777777,0.0,1,1
dev,0.35475101978508267,0,2,0,0.03416767157953087,0.1111111111111111,0.0,0,0
staging,0.13285609297734802,1,1,1,0.644499805607094,0.8888888888888888,0.0,2,0
staging,0.8278766618942888,0,1,0,0.4649753655331802,0.7777777777777777,0.0,2,0
staging,0.3408748613549401,1,2,1,0.8183645440012711,0.3333333333333333,0.0,2,0
staging,0.7294222462044953,0,2,1,0.14872525619582286,1.0,0.0,2,0
prod,0.755206602091029,0,1,0,0.20683924568994033,0.8888888888888888,0.0,1,1
prod,0.999179550816088,1,1,0,0.10752519062313864,0.4444444444444444,0.0,1,1
staging,0.43298904320491105,1,2,0,0.42621697038212275,0.6666666666666666,0.0,2,0
staging,0.6850059061024176,0,2,0,0.7359421221571278,0.7777777777777777,0.0,2,0
staging,0.4011903671256062,0,1,0,0.3652745821090731,0.4444444444444444,0.0,2,0
prod,0.0377302808047265,1,3,1,0.5097663362890534,0.1111111111111111,0.0,1,1
dev,0.8279867799310637,0,3,1,0.4721862945842079,0.2222222222222222,0.0,0,0
prod,0.8355514674282206,0,3,1,0.38088262836821063,0.8888888888888888,0.0,1,1
dev,0.7233078499234945,0,1,0,0.6846077145307436,0.5555555555555556,0.0,0,0
prod,0.041633446243539665,1,1,1,0.11722130173767059,0.6666666666666666,0.0,1,1
dev,0.5122959194460104,0,2,0,0.5663891211261142,0.2222222222222222,0.0,0,0
dev,0.7637995279025718,0,2,0,0.820263885423133,0.1111111111111111,0.0,0,0
prod,0.23819068236116064,1,1,1,0.18803982985951925,0.0,0.0,1,1
dev,0.24307299851837588,1,3,1,0.7255398110893656,0.3333333333333333,0.0,0,0
staging,0.4942817705374465,0,2,0,0.833789562369473,0.5555555555555556,0.0,2,0
dev,0.8905197301951767,1,3,0,0.3128604522177734,0.3333333333333333,0.0,0,0
dev,0.9524428780901147,1,2,0,0.39807208943931416,0.1111111111111111,0.0,0,0
prod,0.5318485154668173,0,3,0,0.37260214087314,0.8888888888888888,0.0,1,1
prod,0.5069200782121851,0,3,1,0.29707857147954186,1.0,0.0,1,1
staging,0.9844320763758788,0,1,1,0.8389344880890948,0.1111111111111111,0.0,2,0
dev,0.21583719050987765,0,3,1,0.9765990509024862,0.6666666666666666,0.0,0,0
dev,0.5727698028671911,0,3,0,0.39684878187330486,0.1111111111111111,0.0,0,0
prod,0.3122052778154227,1,1,1,0.9307172166152778,0.6666666666666666,0.0,1,1
dev,0.14074971619915205,1,2,1,0.06688152076282534,0.3333333333333333,0.0,0,0
staging,0.7675797627862547,0,1,0,0.7920255860007006,0.7777777777777777,0.0,2,0
staging,0.6394380045476766,1,3,0,0.2843337550645275,0.8888888888888888,1.0,2,0
prod,0.394635901411276,0,3,1,0.7590850345285463,0.1111111111111111,0.0,1,1
dev,0.6481444683929003,0,1,1,0.5902693902190246,0.8888888888888888,0.0,0,0
dev,0.018377319675317513,1,2,1,0.7222779452291729,0.2222222222222222,0.0,0,0
dev,0.3102834817042657,0,2,1,0.1577821992076672,1.0,0.0,0,0
dev,0.3958572181153249,0,2,0,0.6913624852255027,1.0,0.0,0,0
staging,0.07732972366179129,0,2,0,0.0644581230493249,0.4444444444444444,0.0,2,0
staging,0.6697141571084133,1,3,1,0.4580742219857167,0.2222222222222222,1.0,2,0
dev,0.8337879220587584,0,2,1,0.957430863604826,0.2222222222222222,0.0,0,0
staging,0.017121841353726144,0,2,0,0.2103894530166002,0.8888888888888888,0.0,2,0
staging,0.17491083274118996,1,2,1,0.8906491199450539,0.8888888888888888,0.0,2,0
dev,0.35060862874778315,1,3,1,0.936037865391235,0.4444444444444444,0.0,0,0
dev,0.7487656954265859,0,2,1,0.18873314621319115,0.6666666666666666,0.0,0,0
prod,0.9052209126486571,0,3,0,0.8785106809234181,0.2222222222222222,0.0,1,1
dev,0.13915226074372516,0,1,1,0.7078612519015137,0.8888888888888888,0.0,0,0
staging,0.9439510332794449,0,1,1,0.5954708759360987,0.6666666666666666,0.0,2,0
staging,0.94624524490133,1,2,0,0.7232224119099074,0.4444444444444444,0.0,2,0
prod,0.5428596577038204,1,2,1,0.7666400725576624,0.7777777777777777,0.0,1,1
dev,0.4322121314352042,1,3,0,0.31304404331571284,0.8888888888888888,0.0,0,0
prod,0.07072166121740044,1,3,0,0.22162467998192836,0.4444444444444444,0.0,1,1
prod,0.7155885498527241,0,1,1,0.9221022253344014,0.0,0.0,1,1
prod,0.28004870076699173,0,3,1,0.3142464071883539,0.7777777777777777,0.0,1,1
prod,0.27139357781145246,1,1,0,0.10144938728544986,0.8888888888888888,1.0,1,1
prod,0.22889259341104673,0,3,0,0.8890126711040285,0.7777777777777777,0.0,1,1
staging,0.7453389522254565,0,2,1,0.4656097073934099,0.4444444444444444,0.0,2,0
prod,0.3051472428058499,0,1,0,0.2702864565687047,0.7777777777777777,0.0,1,1
staging,0.8197457713339026,1,1,0,0.6343464351871255,0.7777777777777777,0.0,2,0
staging,0.9497034199461595,0,2,1,0.31148756115077175,0.5555555555555556,0.0,2,0
prod,0.3402934072129957,1,3,1,0.3460820132843697,0.3333333333333333,0.0,1,1
prod,0.7433648897544113,0,3,1,0.35933306657691255,0.0,1.0,1,1
dev,0.6872153220758244,1,2,1,0.9356516250924218,0.5555555555555556,0.0,0,0
staging,0.7912174921364497,0,2,0,0.7893707907627949,0.6666666666666666,0.0,2,0
prod,0.7541076969855256,1,3,0,0.5011658827171686,0.3333333333333333,0.0,1,1
staging,0.005316568069359706,1,1,1,0.2960540110126474,0.4444444444444444,0.0,2,0
prod,0.9631231882999362,0,2,1,0.9358204584905764,1.0,1.0,1,1
dev,0.9448352436295125,1,1,0,0.03242374958933347,0.1111111111111111,0.0,0,0
prod,0.09385420153770511,1,3,1,0.7623266772280269,0.1111111111111111,0.0,1,1
staging,0.7314312211163947,0,2,1,0.8303223645774735,1.0,0.0,2,0
prod,0.8855944831207814,1,3,1,0.354654127113924,0.3333333333333333,0.0,1,1
dev,0.46461430943580095,1,2,0,0.34795013828580046,0.7777777777777777,0.0,0,0
prod,0.19197946847521163,1,1,1,0.1982031447829508,0.6666666666666666,0.0,1,1
prod,0.9065491492711667,0,3,0,0.1093970744640294,1.0,0.0,1,1
staging,0.992317282790666,1,1,0,0.7551584598227323,0.4444444444444444,0.0,2,0
dev,0.3270786919957949,1,3,1,0.13620729186278818,0.0,0.0,0,0
staging,0.8146586125987275,0,3,0,0.8246603564999762,0.2222222222222222,0.0,2,0
staging,0.04744596029214247,1,1,1,0.6106835842238605,0.4444444444444444,0.0,2,0
staging,0.3386917312269155,1,1,1,0.5555556137887937,0.8888888888888888,0.0,2,0
prod,0.33138215694373047,0,2,0,0.20914728449641012,0.6666666666666666,0.0,1,1
prod,0.5811860247872837,1,2,1,0.9735518707583687,0.0,0.0,1,1
dev,0.29094388263584525,1,3,1,0.8833060369239912,0.6666666666666666,0.0,0,0
prod,0.006972131564309772,0,3,1,0.33877751066933504,0.8888888888888888,0.0,1,1
prod,0.37823220357352505,0,1,1,0.5667003414437504,0.7777777777777777,0.0,1,1
prod,0.46661665354436377,0,3,1,0.817643001965934,1.0,0.0,1,1
staging,0.02114838157621736,1,1,1,0.02386639479021846,0.4444444444444444,0.0,2,0
staging,0.19507754979035113,0,1,1,0.05160041517941029,0.1111111111111111,0.0,2,0
staging,0.5046481256597789,1,3,1,0.10867224346962502,0.8888888888888888,0.0,2,0
dev,0.9838135352899137,1,1,0,0.471993176168724,0.6666666666666666,0.0,0,0
prod,0.22316124376238317,1,1,1,0.9568738923937296,0.4444444444444444,0.0,1,1
prod,0.8548919859658674,1,2,1,0.9323895568400672,0.3333333333333333,0.0,1,1
dev,0.26239567745143183,1,3,1,0.6989601597285574,0.1111111111111111,0.0,0,0
dev,0.1108222235648436,1,3,1,0.39332224656590387,0.0,0.0,0,0
dev,0.9962485919155629,1,3,0,0.375371979079651,0.1111111111111111,0.0,0,0
prod,0.07117149808486072,0,3,1,0.4290148562848733,1.0,0.0,1,1
prod,0.6561419638939753,1,1,0,0.024314904063239825,0.5555555555555556,0.0,1,1
prod,0.4032675994150198,0,1,0,0.009000588589014568,0.4444444444444444,0.0,1,1
prod,0.476875553722914,1,1,1,0.7590059588355312,0.5555555555555556,1.0,1,1
prod,0.3812267318996631,1,1,1,0.7243794466254543,0.6666666666666666,0.0,1,1
dev,0.5326030000981407,0,3,0,0.7345700960337765,0.6666666666666666,0.0,0,0
prod,0.3821629264555983,1,2,0,0.04878648831386819,1.0,0.0,1,1
staging,0.9286411782377798,0,1,1,0.6725814637987544,0.1111111111111111,0.0,2,0
dev,0.854831755642097,1,1,0,0.6562694589441939,0.2222222222222222,0.0,0,0
dev,0.0962334135670549,0,2,0,0.6262086048451085,0.8888888888888888,0.0,0,0
dev,0.16096669911010247,1,1,1,0.9662308165111804,0.7777777777777777,0.0,0,0
dev,0.24846487458535482,0,3,1,0.8011286149186142,0.5555555555555556,0.0,0,0
staging,0.9562917429400649,0,2,1,0.5634193169175709,0.3333333333333333,0.0,2,0
prod,0.2266332752553637,1,2,1,0.725157687203062,0.0,0.0,1,1
dev,0.9605871345893219,1,3,1,0.15042650823789908,0.8888888888888888,1.0,0,0
dev,0.2964041778917813,0,3,1,0.03953234404125164,0.3333333333333333,0.0,0,0
dev,0.786309886911559,1,2,0,0.664358579443447,0.6666666666666666,1.0,0,0
dev,0.6727716657094613,1,3,0,0.20655294587551581,0.6666666666666666,0.0,0,0
dev,0.9913260114840944,1,3,1,0.08923004206115065,0.7777777777777777,0.0,0,0
prod,0.01163044198998775,0,3,1,0.6344775113517791,0.4444444444444444,0.0,1,1
staging,0.1825879418042648,0,2,1,0.6635755953480157,0.4444444444444444,0.0,2,0
dev,0.30930493676669485,0,2,1,0.6589841911489197,0.7777777777777777,0.0,0,0
dev,0.19061145507514154,0,1,0,0.40980265590061726,0.1111111111111111,0.0,0,0
prod,0.1185855656694159,0,3,1,0.002635190992376576,0.8888888888888888,0.0,1,1
staging,0.7533346717054373,0,1,1,0.4805725655688684,0.6666666666666666,1.0,2,0
dev,0.8512899080940002,0,1,0,0.5596262456956551,0.2222222222222222,0.0,0,0
dev,0.07084851610896743,1,2,1,0.05610857215074846,0.8888888888888888,0.0,0,0
prod,0.3703004561320438,0,2,0,0.9038880542848584,0.1111111111111111,0.0,1,1
prod,0.35598992865778356,1,2,0,0.8605192064305309,0.0,0.0,1,1
dev,0.4352070925371605,1,2,0,0.6933793559101279,0.2222222222222222,0.0,0,0
dev,0.3193791075557081,1,3,1,0.661756125732901,0.4444444444444444,0.0,0,0
prod,0.6979194218031842,1,1,0,0.645529603657212,0.6666666666666666,0.0,1,1
prod,0.9695913035237941,0,1,0,0.6152801824818426,0.2222222222222222,0.0,1,1
dev,0.28089967651880365,0,1,1,0.25879605821858753,0.6666666666666666,0.0,0,0
dev,0.655647526265375,0,1,1,0.7913125044492514,0.2222222222222222,0.0,0,0
dev,0.4139829317205186,1,2,0,0.9507368778323848,0.6666666666666666,0.0,0,0
prod,0.49500993583880926,0,2,0,0.9929935758507704,0.2222222222222222,0.0,1,1
staging,0.1737301037767019,0,3,0,0.07276217030739471,0.7777777777777777,0.0,2,0
staging,0.5079322308331085,1,1,1,0.6278510328871524,0.4444444444444444,0.0,2,0
staging,0.10570815849778663,1,2,1,0.2598849274632308,0.5555555555555556,0.0,2,0
staging,0.59237835368008,1,2,1,0.9424524578592118,0.3333333333333333,0.0,2,0
staging,0.23421037000061756,0,3,1,0.5455077719904644,0.7777777777777777,0.0,2,0
dev,0.8466247114214178,1,1,0,0.8280633223689777,0.6666666666666666,0.0,0,0
prod,0.3101425333971215,1,2,0,0.3708708373665131,0.4444444444444444,1.0,1,1
dev,0.3598933937269713,0,3,0,0.07310300092368373,0.8888888888888888,0.0,0,0
prod,0.36225358714296824,0,1,0,0.2607937321295117,0.1111111111111111,0.0,1,1
dev,0.48074011448507736,1,1,0,0.515127298962726,0.1111111111111111,0.0,0,0
staging,0.4777653485788803,1,3,0,0.6856953789930728,0.1111111111111111,0.0,2,0
staging,0.9275586022786549,0,3,0,0.5595537092547092,0.2222222222222222,0.0,2,0
dev,0.987522574154822,0,2,0,0.4651563256302155,0.5555555555555556,0.0,0,0
dev,0.6362754366080554,1,3,1,0.10082701779517898,0.5555555555555556,1.0,0,0
dev,0.5330612948252023,1,2,0,0.8708426170113608,0.7777777777777777,0.0,0,0
staging,0.2137791614695771,1,3,1,0.784351358877901,0.8888888888888888,0.0,2,0
staging,0.30218385925573504,1,1,0,0.8493255042977762,0.4444444444444444,0.0,2,0
prod,0.7792411376779217,1,1,1,0.927694322954781,0.6666666666666666,0.0,1,1
staging,0.3022075812724696,1,1,1,0.5932746679071422,0.3333333333333333,0.0,2,0
prod,0.8789846006955984,1,2,0,0.24104293318638859,0.8888888888888888,0.0,1,1
dev,0.591936652091186,0,1,1,0.5014130877396519,0.3333333333333333,0.0,0,0
staging,0.789866289285052,0,3,0,0.9240199043070717,0.2222222222222222,0.0,2,0
dev,0.562856025557406,0,2,1,0.47582047681396483,0.0,0.0,0,0
dev,0.760379386912183,1,1,1,0.634620695680605,1.0,0.0,0,0
dev,0.15893717803008317,1,1,0,0.9589484412763111,0.7777777777777777,0.0,0,0
dev,0.10648329654530515,0,2,0,0.10373941031152167,0.2222222222222222,0.0,0,0
prod,0.625856592874849,1,2,0,0.21349212132495976,1.0,0.0,1,1
staging,0.883856176377839,1,1,1,0.3697929999691748,0.7777777777777777,0.0,2,0
prod,0.21179926173174873,0,3,0,0.23352574806225904,0.5555555555555556,0.0,1,1
staging,0.9311383086255215,1,3,1,0.06952220750506266,0.6666666666666666,0.0,2,0
prod,0.994571727733235,1,2,0,0.48348171685866526,0.3333333333333333,0.0,1,1
